Rank,Player,Team,team_long_name,Bye,POS,FG,FGA,XPT,FPTS,ATT,CMP,YDS,TDS,INTS,FL,FPTS_qb,ATT_rb,YDS_rb,TDS_rb,REC,FL_rb,FPTS_rb,REC_te,YDS_te,TDS_te,FL_te,FPTS_te,REC_wr,YDS_wr,TDS_wr,ATT_wr,FL_wr,FPTS_wr,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,FPTS_dst,ATT_flx,YDS_flx,TDS_flx,REC_flx,FL_flx,FPTS_flx,drafted_by
621,Parris Campbell,PHI,Eagles,5,WR,0,0,0,16.9,0,0,123.9,0.8,0,0.1,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,12.1,0.1,16.9,Undrafted
622,Trent Sherfield Sr.,MIN,Vikings,6,WR,0,0,0,16.5,0,0,121.6,0.7,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,9.7,0,16.5,Undrafted
623,Olamide Zaccheaus,WAS,Commanders,14,WR,0,0,0,16.4,0,0,118.7,0.7,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,8.8,0,16.4,Undrafted
624,Danny Gray,SF,49ers,9,WR,0,0,0,15.8,0,0,94,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,15.8,Undrafted
625,D.J. Montgomery,IND,Colts,14,WR,0,0,0,15.5,0,0,114.8,0.6,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9.6,0,15.5,Undrafted
626,Skyy Moore,KC,Chiefs,6,WR,0,0,0,15.1,0,0,103,0.8,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8.9,0,15.1,Hokie High
627,Isaiah Hodgins,NYG,Giants,11,WR,0,0,0,14.6,0,0,108.8,0.6,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8.7,0,14.6,Undrafted
628,Xavier Hutchinson,HOU,Texans,14,WR,0,0,0,14.3,0,0,98.5,0.6,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,7.9,0,14.3,Undrafted
629,Allen Robinson II,NYG,Giants,11,WR,0,0,0,14.2,0,0,100.5,0.7,0,0.1,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,11.1,0.1,14.2,Undrafted
630,Jason Brownlee,NYJ,Jets,12,WR,0,0,0,13.9,0,0,94.1,0.7,0,0.1,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.8,0.1,13.9,Undrafted
631,Rakim Jarrett,TB,Buccaneers,11,WR,0,0,0,13.7,0,0,97.3,0.6,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7.8,0,13.7,Undrafted
632,Ashton Dulin,IND,Colts,14,WR,0,0,0,13.7,0,0,90.1,0.8,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7.7,0,13.7,Undrafted
633,David Moore,CAR,Panthers,11,WR,0,0,0,13.7,0,0,100.6,0.6,0,0.1,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,7.5,0.1,13.7,Undrafted
634,Braxton Berrios,MIA,Dolphins,6,WR,0,0,0,13.5,0,0,100.7,0.5,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10.2,0,13.5,Undrafted
635,Devin Duvernay,JAX,Jaguars,12,WR,0,0,0,12.7,3.3,0,82.5,0.4,0,0.1,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,16.9,0.1,8.1,0.1,12.7,Undrafted
636,Kayshon Boutte,NE,Patriots,14,WR,0,0,0,12.6,0,0,88.1,0.6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,7,0,12.6,Undrafted
637,Nick Westbrook-Ikhine,TEN,Titans,5,WR,0,0,0,12.6,0,0,94.1,0.5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,7,0,12.6,Undrafted
638,Kyle Philips,TEN,Titans,5,WR,0,0,0,12.4,0,0,104.1,0.3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,12.4,Undrafted
639,Tyquan Thornton,NE,Patriots,14,WR,0,0,0,11.6,0,0,76.7,0.6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,11.6,Undrafted
640,Justyn Ross,KC,Chiefs,6,WR,0,0,0,11.3,0,0,73.1,0.7,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,11.3,Undrafted
641,Ronnie Bell,SF,49ers,9,WR,0,0,0,11.3,0,0,75.9,0.6,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6.3,0,11.3,Undrafted
642,Zach Pascal,ARI,Cardinals,11,WR,0,0,0,11.3,0,0,75.7,0.6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,11.3,Undrafted
643,KJ Hamler,BUF,Bills,12,WR,0,0,0,11.2,0,0,74.3,0.6,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,5.4,0,11.2,Undrafted
644,Deonte Harty,BAL,Ravens,14,WR,0,0,0,10.9,0,0,70.6,0.6,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.8,0,10.9,Undrafted
645,Laviska Shenault Jr.,SEA,Seahawks,10,WR,0,0,0,10.7,3.2,0,61.6,0.2,0,0.1,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,28.9,0.1,5.8,0.1,10.7,Undrafted
646,Charlie Jones,CIN,Bengals,12,WR,0,0,0,10.6,0,0,76,0.5,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,6.2,0,10.6,Undrafted
647,Michael Woods II,CLE,Browns,10,WR,0,0,0,10.6,0,0,68.8,0.6,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.3,0,10.6,Undrafted
648,Isaiah McKenzie,NYG,Giants,11,WR,0,0,0,10.6,3.8,0,57.1,0.4,0,0.1,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,16.9,0.1,6.2,0.1,10.6,Undrafted
649,Sterling Shepard,TB,Buccaneers,11,WR,0,0,0,10.6,0,0,76.2,0.5,0,0.1,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0.1,10.6,Undrafted
650,Ben Skowronek,HOU,Texans,14,WR,0,0,0,10.3,0,0,65.9,0.6,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.4,0,10.3,Undrafted
651,Chris Conley,SF,49ers,9,WR,0,0,0,10.2,0,0,64.9,0.6,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.3,0,10.2,Undrafted
652,Dee Eskridge,SEA,Seahawks,10,WR,0,0,0,10.1,4.3,0,64.8,0.3,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,15.4,0.1,5.3,0,10.1,Undrafted
653,Malik Heath,GB,Packers,10,WR,0,0,0,10.1,0,0,64.6,0.6,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,5.4,0,10.1,Undrafted
654,Jalen Guyton,LV,Raiders,10,WR,0,0,0,9.8,0,0,67.9,0.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,5,0,9.8,Undrafted
655,Tim Jones,JAX,Jaguars,12,WR,0,0,0,9.4,0,0,56.9,0.6,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.9,0,9.4,Undrafted
656,Jalen Reagor,NE,Patriots,14,WR,0,0,0,9.4,1,0,60.6,0.5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,0,4.5,0,9.4,Undrafted
657,Equanimeous St. Brown,NO,Saints,12,WR,0,0,0,9.4,0,0,56.7,0.6,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.3,0,9.4,Undrafted
658,Anthony Gould,IND,Colts,14,WR,0,0,0,8.9,0,0,70,0.3,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,8.9,Undrafted
659,Tyler Johnson,LAR,Rams,6,WR,0,0,0,8.4,0,0,60.5,0.4,0,0.1,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0.1,8.4,Undrafted
660,Scotty Miller,PIT,Steelers,9,WR,0,0,0,8.2,0,0,66.3,0.2,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.4,0,8.2,Undrafted
661,Simi Fehoko,LAC,Chargers,5,WR,0,0,0,8.1,0,0,60.4,0.3,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,8.1,Undrafted
662,Damiere Byrd,WAS,Commanders,14,WR,0,0,0,7.7,0,0,65,0.2,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.6,0,7.7,Undrafted
663,Jalen Nailor,MIN,Vikings,6,WR,0,0,0,7,0,0,55.7,0.3,0,0.1,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0.1,7,Undrafted
664,Terrace Marshall Jr.,CAR,Panthers,11,WR,0,0,0,6.9,0,0,61.1,0.1,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4.9,0,6.9,DirtDogs
665,Phillip Dorsett II,DEN,Broncos,14,WR,0,0,0,6.6,0,0,47.4,0.3,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,6.6,Undrafted
666,Josh Ali,ATL,Falcons,12,WR,0,0,0,6.4,0,0,43.6,0.3,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,6.4,Undrafted
667,Racey McMath,DAL,Cowboys,7,WR,0,0,0,6.4,0,0,42.7,0.4,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,6.4,Undrafted
668,Tylan Wallace,BAL,Ravens,14,WR,0,0,0,6,0,0,50.7,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,Undrafted
669,Ihmir Smith-Marsette,CAR,Panthers,11,WR,0,0,0,5.7,2.1,0,28.6,0.1,0,0.1,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,14.1,0.1,2.4,0.1,5.7,Undrafted
670,River Cracraft,MIA,Dolphins,6,WR,0,0,0,5.6,0,0,42.1,0.2,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,5.6,Undrafted
671,Dareke Young,SEA,Seahawks,10,WR,0,0,0,5.5,0,0,39.8,0.3,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,5.5,Undrafted
672,Easop Winston Jr.,SEA,Seahawks,10,WR,0,0,0,5.5,0,0,39.5,0.3,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,5.5,Undrafted
673,Denzel Mims,JAX,Jaguars,12,WR,0,0,0,5.2,0,0,39.8,0.2,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,5.2,Undrafted
674,Dax Milne,WAS,Commanders,14,WR,0,0,0,5,0,0,39.5,0.2,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,5,Undrafted
675,Jaelon Darden,CLE,Browns,10,WR,0,0,0,4.8,0,0,37.1,0.2,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,4.8,Undrafted
676,James Proche II,CLE,Browns,10,WR,0,0,0,4.8,0,0,36.9,0.2,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,4.8,Undrafted
677,Lil'Jordan Humphrey,DEN,Broncos,14,WR,0,0,0,4.7,0,0,36.5,0.2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4.7,Undrafted
678,Miles Boykin,NYG,Giants,11,WR,0,0,0,4.6,0,0,35.9,0.2,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,4.6,Undrafted
679,David Sills,DEN,Broncos,14,WR,0,0,0,4.3,0,0,32.8,0.2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4.3,Undrafted
680,Tre'Quan Smith,DET,Lions,5,WR,0,0,0,3.5,0,0,24.4,0.2,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,3.5,Undrafted
681,Andy Isabella,BUF,Bills,12,WR,0,0,0,3.4,0,0,23.3,0.2,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,3.4,Undrafted
682,Tom Kennedy,DET,Lions,5,WR,0,0,0,3.2,0,0,22.2,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3.2,Undrafted
683,Austin Mack,ATL,Falcons,12,WR,0,0,0,3.2,0,0,22,0.2,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,3.2,Undrafted
684,Daurice Fountain,DET,Lions,5,WR,0,0,0,3.2,0,0,22,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3.2,Undrafted
685,Maurice Alexander,DET,Lions,5,WR,0,0,0,3.2,0,0,21.9,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3.2,Undrafted
686,Antoine Green,DET,Lions,5,WR,0,0,0,3.2,0,0,21.8,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3.2,Undrafted
687,Samori Toure,GB,Packers,10,WR,0,0,0,3.1,0,0,21.2,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3.1,Undrafted
688,Montrell Washington,KC,Chiefs,6,WR,0,0,0,3.1,0,0,21.2,0.2,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,3.1,Undrafted
689,Dante Pettis,CHI,Bears,7,WR,0,0,0,3.1,0,0,20.9,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3.1,Undrafted
690,Collin Johnson,CHI,Bears,7,WR,0,0,0,3,0,0,20.2,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3,Undrafted
691,Braylon Sanders,MIA,Dolphins,6,WR,0,0,0,3,0,0,20.2,0.2,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,3,Undrafted
692,Erik Ezukanma,MIA,Dolphins,6,WR,0,0,0,3,0,0,20.1,0.2,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,3,Undrafted
693,Nsimba Webster,CHI,Bears,7,WR,0,0,0,3,0,0,19.9,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3,Undrafted
694,Anthony Schwartz,MIA,Dolphins,6,WR,0,0,0,3,0,0,19.9,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3,Undrafted
695,Seth Williams,JAX,Jaguars,12,WR,0,0,0,3,0,0,19.9,0.2,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,3,Undrafted
696,Shedrick Jackson,CIN,Bengals,12,WR,0,0,0,3,0,0,19.9,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3,Undrafted
697,Kwamie Lassiter II,CIN,Bengals,12,WR,0,0,0,3,0,0,19.9,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3,Undrafted
698,Velus Jones Jr.,CHI,Bears,7,WR,0,0,0,3,0,0,19.8,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3,Undrafted
699,Elijah Cooks,JAX,Jaguars,12,WR,0,0,0,3,0,0,19.7,0.2,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,3,Undrafted
700,Stanley Morgan Jr.,NO,Saints,12,WR,0,0,0,3,0,0,19.6,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3,Undrafted
701,Cephus Johnson III,TB,Buccaneers,11,WR,0,0,0,3,0,0,19.6,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3,Undrafted
702,Cody White,SEA,Seahawks,10,WR,0,0,0,3,0,0,19.5,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,3,Undrafted
703,Irvin Charles,NYJ,Jets,12,WR,0,0,0,2.9,0,0,18.8,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,2.9,Undrafted
704,Mason Kinsey,TEN,Titans,5,WR,0,0,0,2.9,0,0,18.8,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.9,Undrafted
705,Colton Dowell,TEN,Titans,5,WR,0,0,0,2.9,0,0,18.8,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.9,Undrafted
706,Malik Taylor,NYJ,Jets,12,WR,0,0,0,2.9,0,0,18.7,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,2.9,Undrafted
707,Lance McCutcheon,NYJ,Jets,12,WR,0,0,0,2.9,0,0,18.6,0.2,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,2.9,Undrafted
708,Tyrie Cleveland,IND,Colts,14,WR,0,0,0,2.9,0,0,18.5,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.9,Undrafted
709,Jacob Harris,PHI,Eagles,5,WR,0,0,0,2.9,0,0,18.5,0.2,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,2.9,Undrafted
710,Britain Covey,PHI,Eagles,5,WR,0,0,0,2.9,0,0,18.5,0.2,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,2.9,Undrafted
711,DJ Turner,LV,Raiders,10,WR,0,0,0,2.8,0,0,18.2,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.8,Undrafted
712,Kristian Wilkerson,LV,Raiders,10,WR,0,0,0,2.8,0,0,18.2,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.8,Undrafted
713,Juwann Winfree,IND,Colts,14,WR,0,0,0,2.8,0,0,18.2,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.8,Undrafted
714,Trishton Jackson,MIN,Vikings,6,WR,0,0,0,2.8,0,0,18,0.2,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,2.8,Undrafted
715,N'Keal Harry,MIN,Vikings,6,WR,0,0,0,2.7,0,0,17.3,0.2,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,2.7,Undrafted
716,Cam Sims,CAR,Panthers,11,WR,0,0,0,2.7,0,0,20.9,0.1,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,2.7,Undrafted
717,Dez Fitzpatrick,PIT,Steelers,9,WR,0,0,0,2.7,0,0,16.5,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.7,Undrafted
718,Jalen Virgil,DEN,Broncos,14,WR,0,0,0,2.6,0,0,17.3,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.6,Undrafted
719,Andre Baccellia,ARI,Cardinals,11,WR,0,0,0,2.6,0,0,16.8,0.2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.6,Undrafted
720,Jalen Camp,CLE,Browns,10,WR,0,0,0,2.6,0,0,19.2,0.1,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,2.6,Undrafted
721,Mike Strachan,CAR,Panthers,11,WR,0,0,0,2.6,0,0,19.7,0.1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.6,Undrafted
722,Jeff Smith,ARI,Cardinals,11,WR,0,0,0,2.5,0,0,16.9,0.1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.5,Undrafted
723,Gunner Olszewski,NYG,Giants,11,WR,0,0,0,2.4,0,0,17.7,0.1,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,2.4,Undrafted
724,Kawaan Baker,NE,Patriots,14,WR,0,0,0,2.4,0,0,19.4,0.1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2.4,Undrafted
725,Quintez Cephus,HOU,Texans,14,WR,0,0,0,0.4,0,0,1.5,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4,Undrafted
726,Marquise Brown,ARI,Cardinals,11,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Next Year
727,Greg Joseph,MIN,Vikings,6,K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Next Year
