Rank,Player,Team,team_long_name,Bye,POS,FG,FGA,XPT,FPTS,ATT,CMP,YDS,TDS,INTS,FL,FPTS_qb,ATT_rb,YDS_rb,TDS_rb,REC,FL_rb,FPTS_rb,REC_te,YDS_te,TDS_te,FL_te,FPTS_te,REC_wr,YDS_wr,TDS_wr,ATT_wr,FL_wr,FPTS_wr,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,FPTS_dst,ATT_flx,YDS_flx,TDS_flx,REC_flx,FL_flx,FPTS_flx,drafted_by
300,Tutu Atwell,LAR,Rams,6,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,243.1,1.3,2.2,0.1,33.5,0,0,0,0,0,0,0,0,0,2.2,14.1,0.1,18.5,0.1,33.5,Undrafted
301,D'Ernest Johnson,JAX,Jaguars,12,RB,0,0,0,0,0,0,0,0,0,0,0,31.8,114.2,0.5,5.4,0.1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,114.2,0.5,5.4,0.1,19,Undrafted
302,Michael Gallup,LV,Raiders,10,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
303,Kadarius Toney,KC,Chiefs,6,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,87.1,0.6,7.5,0.1,18,0,0,0,0,0,0,0,0,0,7.5,44.3,0.2,7.6,0.1,18,Undrafted
304,Brenden Rice,LAC,Chargers,5,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,246,1,0,0,31.2,0,0,0,0,0,0,0,0,0,0,6,0,20,0,31.2,Undrafted
305,Noah Brown,HOU,Texans,14,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,390.5,2.1,0.3,0.1,51.5,0,0,0,0,0,0,0,0,0,0.3,0.8,0,25.3,0.1,51.5,Undrafted
306,Treylon Burks,TEN,Titans,5,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,279.6,1.3,1.8,0.6,36.6,0,0,0,0,0,0,0,0,0,1.8,14.4,0,21,0.6,36.6,Sentinels
307,Evan Hull,IND,Colts,14,RB,0,0,0,0,0,0,0,0,0,0,0,34.5,144.1,1,7.9,0.2,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,144.1,1,7.9,0.2,27.1,Undrafted
308,Jawhar Jordan,HOU,Texans,14,RB,0,0,0,0,0,0,0,0,0,0,0,11.3,89.9,0.6,3.1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,89.9,0.6,3.1,0,15,Undrafted
309,Allen Lazard,NYJ,Jets,12,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,134,1,0,0,19.5,0,0,0,0,0,0,0,0,0,0,1,0,10.5,0,19.5,Undrafted
310,Lucas Krull,DEN,Broncos,14,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,100.7,0.6,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,13.8,Undrafted
311,John Metchie III,HOU,Texans,14,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,81.5,0.5,0,0,11.6,0,0,0,0,0,0,0,0,0,0,2.7,0,6.9,0,11.6,Undrafted
312,Deuce Vaughn,DAL,Cowboys,7,RB,0,0,0,0,0,0,0,0,0,0,0,38.7,154.9,1.2,11.8,0.4,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7,154.9,1.2,11.8,0.4,33.7,Undrafted
313,Trey Palmer,TB,Buccaneers,11,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,403.1,2.5,4.2,0.2,57.9,0,0,0,0,0,0,0,0,0,4.2,22.9,0.1,33.5,0.2,57.9,Undrafted
314,Jalen Brooks,DAL,Cowboys,7,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,65.1,0.5,0,0.1,9.5,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0.1,9.5,Undrafted
315,Johnny Wilson,PHI,Eagles,5,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,121.4,0.7,0,0,16.8,0,0,0,0,0,0,0,0,0,0,2.5,0,10.2,0,16.8,Undrafted
316,Titans,TEN,Titans,5,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
317,Sam Howell,SEA,Seahawks,10,QB,0,0,0,0,73.1,47,496.8,3.1,2.2,0.5,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
318,Joe Flacco,IND,Colts,14,QB,0,0,0,0,48.9,30.7,317.5,1.8,1.1,0.5,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
319,Ty Johnson,BUF,Bills,12,RB,0,0,0,0,0,0,0,0,0,0,0,27.1,139.4,0.9,11.8,0.2,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,139.4,0.9,11.8,0.2,32.2,Undrafted
320,Cordarrelle Patterson,PIT,Steelers,9,RB,0,0,0,0,0,0,0,0,0,0,0,22.4,110.9,0.8,9,0.1,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,110.9,0.8,9,0.1,24.3,Undrafted
321,Tyler Scott,CHI,Bears,7,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,128.4,0.9,2.1,0,20.3,0,0,0,0,0,0,0,0,0,2.1,20.6,0.1,11.1,0,20.3,Undrafted
322,Drew Lock,NYG,Giants,11,QB,0,0,0,0,74,46.5,504.3,3.3,1.8,0.6,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
323,Rams,LAR,Rams,6,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
324,Kenyan Drake,RE,Retired,0,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
325,Davis Allen,LAR,Rams,6,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,144.9,1.1,0,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,0,21.2,Undrafted
326,Tim Patrick,DEN,Broncos,14,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3,419.4,3.1,0,0.1,60.4,0,0,0,0,0,0,0,0,0,0,1,0,32.3,0.1,60.4,Undrafted
327,Logan Thomas,SF,49ers,9,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,182.7,1.8,0.4,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0.4,28.5,Undrafted
328,Gerald Everett,CHI,Bears,7,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,241.4,1.8,0.1,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,0.1,34.9,Undrafted
329,Blake Watson,DEN,Broncos,14,RB,0,0,0,0,0,0,0,0,0,0,0,0,108,1,4,0,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,4,0,19.7,Undrafted
330,Israel Abanikanda,NYJ,Jets,12,RB,0,0,0,0,0,0,0,0,0,0,0,17.2,97.7,0.7,3.7,0.1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,97.7,0.7,3.7,0.1,17,Undrafted
331,Rashaad Penny,CAR,Panthers,11,RB,0,0,0,0,0,0,0,0,0,0,0,16.4,77.5,0.6,3.3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,77.5,0.6,3.3,0,14,Undrafted
332,Makai Polk,CA,Canada,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
333,Spencer Rattler,NO,Saints,12,QB,0,0,0,0,17,11,110,1,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
334,Erick All Jr.,CIN,Bengals,12,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,103.8,0.8,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,15.2,Undrafted
335,Kenny Pickett,PHI,Eagles,5,QB,0,0,0,0,43.8,28.6,329.6,2,1.2,0.5,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Energy
336,Noah Gray,KC,Chiefs,6,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,241.2,1.7,0.1,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.1,34.5,Undrafted
337,Ryan Flournoy,DAL,Cowboys,7,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,156.3,1.2,0,0.1,22.4,0,0,0,0,0,0,0,0,0,0,0,0,13,0.1,22.4,Undrafted
338,Alec Pierce,IND,Colts,14,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,340.9,2,0,0,45.9,0,0,0,0,0,0,0,0,0,0,1,0,22.7,0,45.9,Undrafted
339,Darren Waller,RE,Retired,0,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
340,Robert Tonyan,MIN,Vikings,6,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,177.5,1.3,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,25.5,Undrafted
341,Donovan Peoples-Jones,DET,Lions,5,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,120.1,0.7,0,0,16,0,0,0,0,0,0,0,0,0,0,1.3,0,8.8,0,16,Undrafted
342,Josh Oliver,MIN,Vikings,6,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,149.7,1.2,0.4,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0.4,21.3,Undrafted
343,Panthers,CAR,Panthers,11,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
344,Commanders,WAS,Commanders,14,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Next Year
345,Will Dissly,LAC,Chargers,5,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,212.6,1.4,0.1,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0.1,29.6,Undrafted
346,Brandon Powell,MIN,Vikings,6,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,208.1,1.3,1.9,0.1,30,0,0,0,0,0,0,0,0,0,1.9,14.7,0,21.1,0.1,30,Undrafted
347,Mitchell Trubisky,BUF,Bills,12,QB,0,0,0,0,45.7,29.6,269.8,2,1.3,0.2,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
348,Hunter Renfrow,FA,Free Agent,0,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
349,Cardinals,ARI,Cardinals,11,DST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
350,Jerick McKinnon,FA,Free Agent,0,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easy Marks
351,Hendon Hooker,DET,Lions,5,QB,0,0,0,0,68.2,44.3,327.5,1.9,1.4,0.3,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
352,Cade Stover,HOU,Texans,14,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,182.5,1.5,0,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,27.3,Undrafted
353,Younghoe Koo,ATL,Falcons,12,K,33.1,37.8,47.3,146.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
354,Justin Tucker,BAL,Ravens,14,K,31.5,35.5,47.5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
355,Harrison Butker,KC,Chiefs,6,K,30.8,34.5,47.3,139.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easy Marks
356,Brandon Aubrey,DAL,Cowboys,7,K,31.9,35.5,42.8,138.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
357,Jake Elliott,PHI,Eagles,5,K,29.3,32.8,48.2,136.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
358,Jason Myers,SEA,Seahawks,10,K,31.5,36.6,38.9,133.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
359,Ka'imi Fairbairn,HOU,Texans,14,K,29.9,33.5,42.2,131.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
360,Cameron Dicker,LAC,Chargers,5,K,30,33.2,41.5,131.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
361,Blake Grupe,NO,Saints,12,K,29.8,34.9,41.6,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
362,Greg Zuerlein,NYJ,Jets,12,K,30.8,35.2,38.2,130.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
363,Evan McPherson,CIN,Bengals,12,K,27.8,32.2,45.4,128.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatDats
364,Matt Gay,IND,Colts,14,K,29.5,34.6,38.9,127.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
365,Jake Moody,SF,49ers,9,K,26.4,31.5,47.8,126.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
366,Jake Bates,DET,Lions,5,K,27.7,32.4,43.7,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
367,Jason Sanders,MIA,Dolphins,6,K,27.2,32.2,44.7,126.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
368,Tyler Bass,BUF,Bills,12,K,27.2,33.2,44.2,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
369,Anders Carlson,GB,Packers,10,K,28.7,34.2,39.3,125.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
370,Cairo Santos,CHI,Bears,7,K,29.3,33.2,37.3,125.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
371,Chase McLaughlin,TB,Buccaneers,11,K,28.5,32.2,38.4,123.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
372,Michael Badgley,DET,Lions,5,K,25,29,48,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
373,Matt Prater,ARI,Cardinals,11,K,28.9,33.6,34.7,121.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
374,Joshua Karty,LAR,Rams,6,K,27.5,33.2,38.1,120.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
375,Dustin Hopkins,CLE,Browns,10,K,27.9,32.2,36.5,120.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
376,Chris Boswell,PIT,Steelers,9,K,27.5,31.6,32.3,114.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
377,Nick Folk,TEN,Titans,5,K,27.4,30.6,31.3,113.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
378,Wil Lutz,DEN,Broncos,14,K,27.1,32.3,32.2,113.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
379,Daniel Carlson,LV,Raiders,10,K,26.9,31,32.4,113.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
380,Will Reichard,MIN,Vikings,6,K,26.2,31.2,33.2,111.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
381,Eddy Pineiro,CAR,Panthers,11,K,26.3,30.6,29.8,108.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
382,Ramiz Ahmed,WAS,Commanders,14,K,24.6,29.9,31.4,105.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
383,Graham Gano,NYG,Giants,11,K,25,30,29.7,104.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
384,Chad Ryland,NE,Patriots,14,K,22.8,29.3,27.4,95.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
385,Cam Little,JAX,Jaguars,12,K,21.9,26.6,23.9,89.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
386,Riley Patterson,JAX,Jaguars,12,K,19,27,19,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
387,Jarrett Stidham,DEN,Broncos,14,QB,0,0,0,46.3,97.4,61.3,700.3,4.2,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
388,Nathan Peterman,NO,Saints,12,QB,0,0,0,29.2,65.7,40.6,429.1,2.9,1.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
389,Jake Browning,CIN,Bengals,12,QB,0,0,0,27.5,50.5,32.7,376.9,2.7,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
390,Josh Johnson,BAL,Ravens,14,QB,0,0,0,23,42.7,26.7,294.2,1.9,0.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
391,Sean Clifford,GB,Packers,10,QB,0,0,0,21.5,50.7,32.1,309.6,2.2,1.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
392,Jimmy Garoppolo,LAR,Rams,6,QB,0,0,0,21,46.5,30.1,315.4,2.1,1.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
393,Carson Wentz,KC,Chiefs,6,QB,0,0,0,20.8,48.6,30.8,289.8,2.1,1.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
394,Case Keenum,HOU,Texans,14,QB,0,0,0,20.6,51.9,32.3,301.1,2.2,1.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
395,Mason Rudolph,TEN,Titans,5,QB,0,0,0,20.5,57.4,34.9,332.3,1.8,1.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
396,Joshua Dobbs,SF,49ers,9,QB,0,0,0,20.4,40.6,26.9,266.3,1.8,0.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
397,Tyson Bagent,CHI,Bears,7,QB,0,0,0,20.2,46.5,30.1,293.6,1.7,1.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
398,Jameis Winston,CLE,Browns,10,QB,0,0,0,20.2,48,29.6,307.8,1.9,1.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
399,Desmond Ridder,ARI,Cardinals,11,QB,0,0,0,20.1,48.2,30.9,329.2,1.8,1.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
400,Cooper Rush,DAL,Cowboys,7,QB,0,0,0,19.6,48.2,30.5,297.9,2,1.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
401,Marcus Mariota,WAS,Commanders,14,QB,0,0,0,19.5,44.5,27.7,282.3,1.5,1.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
402,Tyrod Taylor,NYJ,Jets,12,QB,0,0,0,19.5,43.9,27.5,269.9,1.9,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
403,Mac Jones,JAX,Jaguars,12,QB,0,0,0,18.9,46.7,31.4,290.3,1.7,1.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DirtDogs
404,Easton Stick,LAC,Chargers,5,QB,0,0,0,18.6,43.3,26.4,261.9,1.7,0.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
405,Kyle Trask,TB,Buccaneers,11,QB,0,0,0,18.1,44.7,26.9,264.5,1.7,0.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
406,Andy Dalton,CAR,Panthers,11,QB,0,0,0,18,45.4,28.6,272.1,1.6,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
407,Mike White,MIA,Dolphins,6,QB,0,0,0,17.1,47.2,30.1,293.1,1.5,1.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undrafted
